wl_nm,cross_frac,through_frac,total_transmission
1096.0155108391486,0.030916229813559227,0.9690837701864408,0.9999441346603517
1233.0174496940422,0.12313904528640342,0.8768609547135965,0.9993642877685525
1370.0193885489357,0.6110892282023008,0.38891077179769923,0.9958990520163482
1507.0213274038294,0.9895816905961946,0.010418309403805373,0.9934587797569742
1644.023266258723,0.0015645749798236083,0.9984354250201763,0.9998415073596798
1781.0252051136167,0.0020254246122614282,0.9979745753877385,0.9997915916180454
1918.0271439685105,0.0019602448105218834,0.9980397551894781,0.9997269484210006
2055.0290828234038,0.002354772683424015,0.997645227316576,0.9994068980994217
2192.0310216782973,0.09894010228977876,0.9010598977102212,0.9920827850461347
